2026-03-12 11:06:23,unstable-app-6746947b4b-kvw65,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:39,resource-hog-app-7bf9c47c85-ckld5,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:39,stable-app-6c766dd769-ff6hg,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:40,unstable-app-6746947b4b-kvw65,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:55,resource-hog-app-7bf9c47c85-ckld5,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:56,stable-app-6c766dd769-ff6hg,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:06:57,unstable-app-6746947b4b-kvw65,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:12,resource-hog-app-7bf9c47c85-ckld5,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:13,stable-app-6c766dd769-ff6hg,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:18,unstable-app-6746947b4b-kvw65,default,ContainerNotReady,Container readiness probe failing,restart_pod,Resolved,Container not ready despite Running phase
2026-03-12 11:07:18,unstable-app-6746947b4b-kvw65,default,LowLoad,Under-utilization detected,scale_down_replicas,Failed,
2026-03-12 11:07:34,resource-hog-app-7bf9c47c85-ckld5,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:34,stable-app-6c766dd769-ff6hg,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:35,unstable-app-6746947b4b-f5ttk,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:51,resource-hog-app-7bf9c47c85-ckld5,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:51,stable-app-6c766dd769-ff6hg,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
2026-03-12 11:07:52,unstable-app-6746947b4b-f5ttk,default,LowLoad,Under-utilization detected,scale_down_replicas,Resolved,
